Shelf ID,Description,Location_x (center),Location_y (center),Width,Height_x,Length,Number of items,Shape,Person ID,Timestamp,Age,Gender,Height_y,Weight,Married status,Moving speed (m/s),Item ID,Looking at item (s),Holding the item (s),Holding the bag,Picking up item,Returning item,Putting item into bag,Taking item out of bag,Putting item into bag in the 2nd time,Name,Origin,Location,Weight (g),Price,NSX,HSD,Marketing strategy,Discount ,Rate
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,12,1720267500,62,Female,163,58,Married,0.47,4,36,31,True,True,False,True,False,,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,12,1720267800,62,Female,163,58,Married,0.74,10,15,29,True,True,True,False,,True,Kẹo dẻo Alphelibe,Vietnam,Thấp,73.5,"15,300 ₫",2023-08-22,2024-08-22,False,15,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,12,1720267860,62,Female,163,58,Married,1.07,0,28,17,True,True,False,False,False,True,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,12,1720267920,62,Female,163,58,Married,0.44,5,21,32,True,True,False,False,False,True,Hạt hướng dương Chacheer,Vietnam,Trung bình,130.0,"25,000 ₫",2024-08-05,2024-11-24,False,5,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,12,1720268100,62,Female,163,58,Married,0.67,4,27,36,True,True,True,True,True,True,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720266060,21,Male,179,84,Single,0.6,4,28,28,True,True,False,True,False,False,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720266240,21,Male,179,84,Single,1.39,2,34,36,True,True,False,False,True,,Kẹo cao su Cool Air Fresh,Vietnam,Trung bình,40.0,"40,000 ₫",2024-06-02,2026-06-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720266300,21,Male,179,84,Single,0.73,12,17,16,True,True,True,True,False,False,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720267860,21,Male,179,84,Single,0.51,0,28,20,True,True,False,False,False,False,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720268160,21,Male,179,84,Single,1.27,8,63,31,True,True,True,False,False,False,Bánh gạo Richi,Vietnam,Cao,168.0,"39,000 ₫",2023-10-03,2024-01-11,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720268340,21,Male,179,84,Single,0.92,9,64,25,True,True,True,,,True,Socola trứng Kinder,Ý,Thấp,20.0,"28,500 ₫",2023-11-01,2024-11-30,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720268520,21,Male,179,84,Single,1.0,1,22,25,True,True,False,False,False,False,Bánh Chocopie,Vietnam,Cao,396.0,"48,000 ₫",2023-10-07,2024-09-16,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,13,1720268640,21,Male,179,84,Single,0.71,11,15,39,True,True,True,,False,True,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,18,1720268940,47,Female,162,55,Married,0.45,7,16,36,True,True,True,False,True,False,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,18,1720269000,47,Female,162,55,Married,0.4,3,24,29,True,True,False,True,False,False,Bánh mỳ chà bông Kinh đô,Vietnam,Trung bình,80.0,"13,400 ₫",2024-05-02,2026-05-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,18,1720269240,47,Female,162,55,Married,1.11,9,20,30,True,True,False,False,False,False,Socola trứng Kinder,Ý,Thấp,20.0,"28,500 ₫",2023-11-01,2024-11-30,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,18,1720269300,47,Female,162,55,Married,0.27,9,27,30,True,True,True,False,False,,Socola trứng Kinder,Ý,Thấp,20.0,"28,500 ₫",2023-11-01,2024-11-30,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,18,1720271340,47,Female,162,55,Married,0.48,1,17,33,True,True,False,True,False,False,Bánh Chocopie,Vietnam,Cao,396.0,"48,000 ₫",2023-10-07,2024-09-16,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,18,1720271640,47,Female,162,55,Married,0.95,3,37,28,True,True,True,,False,True,Bánh mỳ chà bông Kinh đô,Vietnam,Trung bình,80.0,"13,400 ₫",2024-05-02,2026-05-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,18,1720271880,47,Female,162,55,Married,1.06,7,36,15,True,True,False,False,False,False,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,19,1720269600,41,Female,153,47,Married,0.95,9,20,30,True,True,True,True,False,False,Socola trứng Kinder,Ý,Thấp,20.0,"28,500 ₫",2023-11-01,2024-11-30,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,19,1720269720,41,Female,153,47,Married,0.86,11,18,33,True,True,True,False,True,True,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,19,1720269960,41,Female,153,47,Married,1.1,3,27,26,True,True,False,True,True,True,Bánh mỳ chà bông Kinh đô,Vietnam,Trung bình,80.0,"13,400 ₫",2024-05-02,2026-05-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,19,1720270020,41,Female,153,47,Married,0.51,2,25,30,True,True,True,True,,True,Kẹo cao su Cool Air Fresh,Vietnam,Trung bình,40.0,"40,000 ₫",2024-06-02,2026-06-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,23,1720272960,65,Male,171,69,Married,1.24,5,17,26,True,True,True,False,True,,Hạt hướng dương Chacheer,Vietnam,Trung bình,130.0,"25,000 ₫",2024-08-05,2024-11-24,False,5,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,23,1720273260,65,Male,171,69,Married,1.38,11,20,23,True,True,False,True,False,,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720271880,48,Male,177,69,Married,1.02,4,31,30,True,True,True,True,True,False,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720272060,48,Male,177,69,Married,0.18,0,20,17,True,True,True,True,False,,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720272240,48,Male,177,69,Married,1.3,0,22,22,True,True,True,False,True,,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720272480,48,Male,177,69,Married,0.54,6,35,29,True,True,False,True,True,True,Bim bim Oishi,Vietnam,Trung bình,70.0,"12,000 ₫",2024-06-25,2025-05-08,False,5,5
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720272540,48,Male,177,69,Married,0.35,11,32,26,True,True,False,True,False,,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720272780,48,Male,177,69,Married,1.02,3,22,35,True,True,False,True,True,False,Bánh mỳ chà bông Kinh đô,Vietnam,Trung bình,80.0,"13,400 ₫",2024-05-02,2026-05-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720273020,48,Male,177,69,Married,1.09,12,16,30,True,True,False,True,False,True,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720273200,48,Male,177,69,Married,0.13,7,35,33,True,True,False,False,True,,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720273320,48,Male,177,69,Married,0.24,1,27,25,True,True,True,True,True,True,Bánh Chocopie,Vietnam,Cao,396.0,"48,000 ₫",2023-10-07,2024-09-16,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720273440,48,Male,177,69,Married,0.17,3,16,21,True,True,True,False,True,,Bánh mỳ chà bông Kinh đô,Vietnam,Trung bình,80.0,"13,400 ₫",2024-05-02,2026-05-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720273740,48,Male,177,69,Married,0.67,1,25,22,True,True,True,True,False,False,Bánh Chocopie,Vietnam,Cao,396.0,"48,000 ₫",2023-10-07,2024-09-16,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720273800,48,Male,177,69,Married,0.15,6,15,21,True,True,False,False,True,False,Bim bim Oishi,Vietnam,Trung bình,70.0,"12,000 ₫",2024-06-25,2025-05-08,False,5,5
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720274040,48,Male,177,69,Married,1.31,7,17,39,True,True,False,True,True,False,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720274280,48,Male,177,69,Married,0.78,12,30,25,True,True,True,False,False,False,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,25,1720274580,48,Male,177,69,Married,0.92,7,26,23,True,True,False,False,True,False,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,27,1720273080,52,Male,173,62,Married,1.15,3,31,33,True,True,True,False,False,True,Bánh mỳ chà bông Kinh đô,Vietnam,Trung bình,80.0,"13,400 ₫",2024-05-02,2026-05-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,28,1720273320,49,Female,154,54,Married,0.95,12,21,21,False,True,False,False,,False,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,28,1720273620,49,Female,154,54,Married,1.15,6,37,35,False,True,True,False,True,True,Bim bim Oishi,Vietnam,Trung bình,70.0,"12,000 ₫",2024-06-25,2025-05-08,False,5,5
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,28,1720273920,49,Female,154,54,Married,0.4,12,27,17,False,True,True,False,False,False,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720274460,52,Female,162,47,Married,0.98,4,26,37,True,True,False,True,False,False,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720274700,52,Female,162,47,Married,1.01,2,30,31,True,True,False,True,False,True,Kẹo cao su Cool Air Fresh,Vietnam,Trung bình,40.0,"40,000 ₫",2024-06-02,2026-06-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720274760,52,Female,162,47,Married,1.3,4,36,26,True,True,True,,True,,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720275060,52,Female,162,47,Married,0.59,1,27,26,True,True,False,False,,True,Bánh Chocopie,Vietnam,Cao,396.0,"48,000 ₫",2023-10-07,2024-09-16,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720275300,52,Female,162,47,Married,0.68,1,38,25,True,True,False,True,False,False,Bánh Chocopie,Vietnam,Cao,396.0,"48,000 ₫",2023-10-07,2024-09-16,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720275360,52,Female,162,47,Married,1.24,0,32,15,True,True,True,,True,,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720275900,52,Female,162,47,Married,1.23,12,32,32,True,True,True,True,False,True,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276080,52,Female,162,47,Married,1.32,3,20,25,True,True,False,False,True,True,Bánh mỳ chà bông Kinh đô,Vietnam,Trung bình,80.0,"13,400 ₫",2024-05-02,2026-05-02,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276140,52,Female,162,47,Married,0.43,8,37,20,True,True,True,False,,False,Bánh gạo Richi,Vietnam,Cao,168.0,"39,000 ₫",2023-10-03,2024-01-11,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276200,52,Female,162,47,Married,0.18,0,15,32,True,True,True,,False,,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276320,52,Female,162,47,Married,0.43,11,23,18,True,True,False,True,True,False,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276380,52,Female,162,47,Married,1.33,6,27,27,True,True,True,True,,False,Bim bim Oishi,Vietnam,Trung bình,70.0,"12,000 ₫",2024-06-25,2025-05-08,False,5,5
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276680,52,Female,162,47,Married,1.21,10,25,26,True,True,True,True,,True,Kẹo dẻo Alphelibe,Vietnam,Thấp,73.5,"15,300 ₫",2023-08-22,2024-08-22,False,15,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276740,52,Female,162,47,Married,0.79,6,35,20,True,True,False,False,,False,Bim bim Oishi,Vietnam,Trung bình,70.0,"12,000 ₫",2024-06-25,2025-05-08,False,5,5
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720276800,52,Female,162,47,Married,1.29,7,26,19,True,True,True,False,True,False,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720277040,52,Female,162,47,Married,0.59,7,21,19,True,True,True,False,False,False,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720277160,52,Female,162,47,Married,0.78,0,33,38,True,True,False,False,False,,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,30,1720277460,52,Female,162,47,Married,0.17,5,25,39,True,True,False,True,False,False,Hạt hướng dương Chacheer,Vietnam,Trung bình,130.0,"25,000 ₫",2024-08-05,2024-11-24,False,5,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720276020,40,Male,174,69,Married,0.91,7,27,20,True,True,False,False,True,True,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720276200,40,Male,174,69,Married,0.66,11,29,15,True,True,False,True,True,True,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720276440,40,Male,174,69,Married,1.28,1,29,27,True,True,False,True,True,True,Bánh Chocopie,Vietnam,Cao,396.0,"48,000 ₫",2023-10-07,2024-09-16,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720276560,40,Male,174,69,Married,0.13,6,31,19,True,True,False,False,True,False,Bim bim Oishi,Vietnam,Trung bình,70.0,"12,000 ₫",2024-06-25,2025-05-08,False,5,5
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720276860,40,Male,174,69,Married,1.09,4,33,28,True,True,False,True,False,False,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720277100,40,Male,174,69,Married,0.42,5,34,23,True,True,False,True,True,False,Hạt hướng dương Chacheer,Vietnam,Trung bình,130.0,"25,000 ₫",2024-08-05,2024-11-24,False,5,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720277280,40,Male,174,69,Married,0.57,0,33,37,True,True,False,False,,False,Bánh Oreo,Vietnam,Cao,120.0,"17,500 ₫",2023-11-14,2024-10-17,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720277340,40,Male,174,69,Married,0.35,12,16,24,True,True,False,True,False,False,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720277640,40,Male,174,69,Married,1.21,9,21,16,True,True,False,True,False,,Socola trứng Kinder,Ý,Thấp,20.0,"28,500 ₫",2023-11-01,2024-11-30,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720277820,40,Male,174,69,Married,1.0,9,27,15,True,True,True,True,True,True,Socola trứng Kinder,Ý,Thấp,20.0,"28,500 ₫",2023-11-01,2024-11-30,False,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,33,1720277880,40,Male,174,69,Married,0.21,7,33,39,True,True,False,False,False,True,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,35,1720278660,70,Male,171,78,Married,0.35,8,36,30,True,True,True,False,True,False,Bánh gạo Richi,Vietnam,Cao,168.0,"39,000 ₫",2023-10-03,2024-01-11,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,35,1720278900,70,Male,171,78,Married,0.52,4,27,15,True,True,False,True,False,False,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,37,1720277820,48,Male,171,82,Married,1.07,12,16,17,True,True,False,True,False,,Kẹo Haribo charshmallows,Vietnam,Thấp,70.0,"28,500 ₫",2023-10-30,2024-07-06,False,0,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,37,1720277940,48,Male,171,82,Married,1.47,5,32,19,True,True,False,False,False,False,Hạt hướng dương Chacheer,Vietnam,Trung bình,130.0,"25,000 ₫",2024-08-05,2024-11-24,False,5,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,37,1720278000,48,Male,171,82,Married,0.35,4,16,24,True,True,False,True,False,,Bánh trứng Custard,Thái Lan,Trung bình,46.0,"17,000 ₫",2023-10-30,2024-04-16,True,10,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,37,1720278300,48,Male,171,82,Married,0.77,10,22,15,True,True,False,False,False,True,Kẹo dẻo Alphelibe,Vietnam,Thấp,73.5,"15,300 ₫",2023-08-22,2024-08-22,False,15,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,37,1720278540,48,Male,171,82,Married,0.64,11,39,39,True,True,True,False,True,,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,38,1720279320,55,Female,165,50,Single,1.21,7,30,21,True,True,False,False,True,,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,38,1720279380,55,Female,165,50,Single,1.39,7,30,19,True,True,True,True,False,False,Snack khoai tây Lays,Vietnam,Trung bình,90.0,"22,000 ₫",2024-04-13,2024-09-25,False,10,3
0,Quầy bánh kẹo,1100,550,300,180,300,13,Quầy tròn,38,1720279680,55,Female,165,50,Single,1.42,11,28,20,True,True,True,,False,True,Thạch rau câu Đức Hạnh,Vietnam,Thấp,320.0,"30,500 ₫",2023-12-31,2024-09-30,False,0,4
